temp,humidity,is_peak_hour,season_Spring,year_2011,year_2012,hour_1,hour_2,hour_3,hour_4,hour_5,hour_17,hour_18,total_count
0.4,0.54,1,1,1,0,0,0,0,0,0,0,0,9.25727079034735
0.38,0.62,1,1,1,0,0,0,0,0,0,0,0,8.658351624499861
0.38,0.62,1,1,1,0,0,0,0,0,0,0,0,8.658351624499861
0.36,0.62,1,1,1,0,0,0,0,0,0,0,0,8.101160234479881
0.36,0.66,1,1,1,0,0,0,0,0,0,0,0,5.978147086449768
0.34,0.87,1,1,1,0,1,0,0,0,0,0,0,2.904942901727107
0.32,0.93,1,1,1,0,0,0,1,0,0,0,0,0.0
0.34,0.93,1,1,1,0,0,0,0,0,1,0,0,2.0786512944041204
0.34,0.96,0,1,1,0,0,0,0,0,0,0,0,5.785219275916581
0.36,0.93,0,1,1,0,0,0,0,0,0,0,0,9.754258988424057
0.34,0.93,0,1,1,0,0,0,0,0,0,0,0,14.513592984631991
0.42,0.82,0,1,1,0,0,0,0,0,0,0,0,11.601121503024283
0.52,0.72,1,1,1,0,0,0,0,0,0,0,0,9.754258988424057
0.56,0.64,1,1,1,0,0,0,0,0,0,0,0,9.53378342293581
0.56,0.64,1,1,1,0,0,0,0,0,0,0,0,6.507987106125536
0.45999999999999996,0.94,1,1,1,0,0,0,0,0,0,0,0,6.162336593613656
0.42,1.0,1,1,1,0,0,0,0,0,0,0,0,5.477005594612208
0.42,1.0,1,1,1,0,0,0,0,0,0,0,0,6.424180908016997
0.42,1.0,1,1,1,0,0,0,0,0,0,0,0,6.979563642182625
0.4,1.0,0,1,1,0,0,0,0,0,0,1,0,9.161943829628923
0.45999999999999996,0.94,0,1,1,0,0,0,0,0,0,0,1,11.239267104388716
0.44,0.88,0,1,1,0,0,0,0,0,0,0,0,9.20981422583716
0.44,0.88,1,1,1,0,0,0,0,0,0,0,0,7.197926385469422
0.38,0.87,1,1,1,0,0,0,0,0,0,0,0,9.20981422583716
0.34,0.93,1,1,1,0,0,0,0,0,0,0,0,9.015758924762986
0.32,0.81,1,1,1,0,0,0,0,0,0,0,0,7.197926385469422
0.3,0.7,1,1,1,0,0,0,0,0,0,0,0,2.65800442162689
0.26,0.7,1,1,1,0,1,0,0,0,0,0,0,1.3054005090343679
0.24,0.65,1,1,1,0,0,1,0,0,0,0,0,1.72599165977474
0.22,0.69,1,1,1,0,0,0,1,0,0,0,0,0.7719837147172207
0.22,0.69,1,1,1,0,0,0,0,1,0,0,0,0.0
0.2,0.64,1,1,1,0,0,0,0,0,1,0,0,0.7719837147172207
0.2,0.59,0,1,1,0,0,0,0,0,0,0,0,7.268461723335826
0.2,0.59,0,1,1,0,0,0,0,0,0,0,0,10.369365268615104
0.2,0.59,0,1,1,0,0,0,0,0,0,0,0,13.586317311230891
0.22,0.55,0,1,1,0,0,0,0,0,0,0,0,10.997865653923864
0.24,0.52,1,1,1,0,0,0,0,0,0,0,0,8.605264337505455
0.28,0.45,1,1,1,0,0,0,0,0,0,0,0,7.921286281476679
0.3,0.39,1,1,1,0,0,0,0,0,0,0,0,9.488638257459204
0.32,0.39,1,1,1,0,0,0,0,0,0,0,0,9.113650685319715
0.32,0.36,1,1,1,0,0,0,0,0,0,0,0,9.161943829628923
0.34,0.34,1,1,1,0,0,0,0,0,0,0,0,8.387323207441591
0.34,0.34,1,1,1,0,0,0,0,0,0,0,0,10.171393654346712
0.34,0.34,0,1,1,0,0,0,0,0,0,1,0,14.231571703055263
0.32,0.39,0,1,1,0,0,0,0,0,0,0,1,13.82315138137328
0.3,0.49,0,1,1,0,0,0,0,0,0,0,0,10.819576984995793
0.3,0.61,1,1,1,0,0,0,0,0,0,0,0,9.578569593862316
0.26,0.56,1,1,1,0,0,0,0,0,0,0,0,8.331366223294294
0.24,0.62,1,1,1,0,0,0,0,0,0,0,0,7.337939913928585
0.24,0.65,1,1,1,0,0,0,0,0,0,0,0,5.477005594612208
0.22,0.69,1,1,1,0,0,0,0,0,0,0,0,2.904942901727107
0.22,0.69,1,1,1,0,1,0,0,0,0,0,0,1.72599165977474
0.22,0.69,1,1,1,0,0,1,0,0,0,0,0,0.7719837147172207
0.22,0.69,1,1,1,0,0,0,1,0,0,0,0,1.72599165977474
0.2,0.75,1,1,1,0,0,0,0,1,0,0,0,0.0
0.22,0.69,1,1,1,0,0,0,0,0,1,0,0,2.0786512944041204
0.22,0.55,0,1,1,0,0,0,0,0,0,0,0,6.827896744335756
0.22,0.64,0,1,1,0,0,0,0,0,0,0,0,10.48508059146678
0.24,0.65,0,1,1,0,0,0,0,0,0,0,0,14.53486952022452
0.28,0.56,0,1,1,0,0,0,0,0,0,0,0,11.790342020819907
0.32,0.49,1,1,1,0,0,0,0,0,0,0,0,9.015758924762986
0.34,0.53,1,1,1,0,0,0,0,0,0,0,0,8.865509146904522
0.4,0.43,1,1,1,0,0,0,0,0,0,0,0,9.304322144194849
0.5,0.25,1,1,1,0,0,0,0,0,0,0,0,11.03292157765036
0.52,0.23,1,1,1,0,0,0,0,0,0,0,0,9.924719922321007
0.54,0.19,1,1,1,0,0,0,0,0,0,0,0,10.48508059146678
0.54,0.19,1,1,1,0,0,0,0,0,0,0,0,11.504422658588348
0.5,0.23,0,1,1,0,0,0,0,0,0,1,0,14.785797161884448
0.45999999999999996,0.23,0,1,1,0,0,0,0,0,0,0,1,13.266650365752302
0.4,0.28,0,1,1,0,0,0,0,0,0,0,0,11.85222991877694
0.36,0.29,1,1,1,0,0,0,0,0,0,0,0,9.88257423786817
0.34,0.29,1,1,1,0,0,0,0,0,0,0,0,8.76294381017747
0.3,0.26,1,1,1,0,0,0,0,0,0,0,0,7.406398797807466
0.26,0.3,1,1,1,0,0,0,0,0,0,0,0,5.141910935709693
0.24,0.3,1,1,1,0,0,0,0,0,0,0,0,3.892645485956258
0.24,0.3,1,1,1,0,1,0,0,0,0,0,0,0.0
0.2,0.27,1,1,1,0,0,1,0,0,0,0,0,1.3054005090343679
0.2,0.27,1,1,1,0,0,0,1,0,0,0,0,0.0
0.16,0.31,1,1,1,0,0,0,0,1,0,0,0,0.0
0.14,0.33,1,1,1,0,0,0,0,0,1,0,0,2.904942901727107
0.14,0.33,0,1,1,0,0,0,0,0,0,0,0,6.424180908016997
0.12,0.42,0,1,1,0,0,0,0,0,0,0,0,10.523164839028702
0.14,0.39,0,1,1,0,0,0,0,0,0,0,0,13.72931687878761
0.16,0.37,0,1,1,0,0,0,0,0,0,0,0,11.696411609011756
0.18,0.29,1,1,1,0,0,0,0,0,0,0,0,7.921286281476679
0.2,0.29,1,1,1,0,0,0,0,0,0,0,0,7.540399618799464
0.22,0.25,1,1,1,0,0,0,0,0,0,0,0,8.814473843993978
0.22,0.25,1,1,1,0,0,0,0,0,0,0,0,9.20981422583716
0.24,0.21,1,1,1,0,0,0,0,0,0,0,0,9.113650685319715
0.24,0.23,1,1,1,0,0,0,0,0,0,0,0,8.605264337505455
0.26,0.23,1,1,1,0,0,0,0,0,0,0,0,8.76294381017747
0.26,0.22,0,1,1,0,0,0,0,0,0,1,0,13.29174161021707
0.24,0.35,0,1,1,0,0,0,0,0,0,0,1,12.356451925273461
0.2,0.4,0,1,1,0,0,0,0,0,0,0,0,10.330293108719038
0.2,0.4,1,1,1,0,0,0,0,0,0,0,0,8.71090717889937
0.18,0.4,1,1,1,0,0,0,0,0,0,0,0,7.606007307316141
0.2,0.4,1,1,1,0,0,0,0,0,0,0,0,7.734588826671822
0.18,0.43,1,1,1,0,0,0,0,0,0,0,0,5.256953311190453
0.2,0.55,1,1,1,0,0,0,0,0,0,0,0,3.7195616302695993
0.18,0.64,1,1,1,0,1,0,0,0,0,0,0,1.72599165977474
0.18,0.64,1,1,1,0,0,1,0,0,0,0,0,0.7719837147172207
0.18,0.74,1,1,1,0,0,0,1,0,0,0,0,0.0
0.18,0.74,1,1,1,0,0,0,0,1,0,0,0,0.0
0.16,0.74,1,1,1,0,0,0,0,0,1,0,0,2.65800442162689
0.16,0.74,0,1,1,0,0,0,0,0,0,0,0,5.882838621624474
0.16,0.8,0,1,1,0,0,0,0,0,0,0,0,9.350976626300369
0.18,0.74,0,1,1,0,0,0,0,0,0,0,0,13.915829158169897
0.22,0.6,0,1,1,0,0,0,0,0,0,0,0,11.85222991877694
0.24,0.6,1,1,1,0,0,0,0,0,0,0,0,8.497440748362457
0.28,0.52,1,1,1,0,0,0,0,0,0,0,0,9.623003656292504
0.32,0.43,1,1,1,0,0,0,0,0,0,0,0,9.966561771797277
0.34,0.42,1,1,1,0,0,0,0,0,0,0,0,9.53378342293581
0.36,0.4,1,1,1,0,0,0,0,0,0,0,0,9.88257423786817
0.36,0.4,1,1,1,0,0,0,0,0,0,0,0,10.330293108719038
0.36,0.46,1,1,1,0,0,0,0,0,0,0,0,10.78329752942487
0.36,0.5,0,1,1,0,0,0,0,0,0,1,0,13.915829158169897
0.34,0.53,0,1,1,0,0,0,0,0,0,0,1,12.905903515204079
0.32,0.61,0,1,1,0,0,0,0,0,0,0,0,10.369365268615104
0.3,0.7,1,1,1,0,0,0,0,0,0,0,0,9.53378342293581
0.3,0.7,1,1,1,0,0,0,0,0,0,0,0,8.71090717889937
0.3,0.7,1,1,1,0,0,0,0,0,0,0,0,7.126293775833023
0.3,0.75,1,1,1,0,0,0,0,0,0,0,0,7.268461723335826
0.28,0.81,1,1,1,0,0,0,0,0,0,0,0,4.773379434530496
0.3,0.81,1,1,1,0,1,0,0,0,0,0,0,5.477005594612208
0.3,0.87,1,1,1,0,0,1,0,0,0,0,0,4.900447905942196
0.3,0.87,1,1,1,0,0,0,1,0,0,0,0,0.7719837147172207
0.3,0.93,1,1,1,0,0,0,0,1,0,0,0,0.0
0.3,1.0,1,1,1,0,0,0,0,0,1,0,0,1.3054005090343679
0.3,1.0,1,1,1,0,0,0,0,0,0,0,0,1.72599165977474
0.3,1.0,1,1,1,0,0,0,0,0,0,0,0,4.212830050270184
0.3,1.0,1,1,1,0,0,0,0,0,0,0,0,7.197926385469422
0.32,0.93,1,1,1,0,0,0,0,0,0,0,0,8.331366223294294
0.34,0.93,0,1,1,0,0,0,0,0,0,0,0,10.211518677538432
0.4,0.76,0,1,1,0,0,0,0,0,0,0,0,12.123844229978246
0.44,0.67,0,1,1,0,0,0,0,0,0,0,0,12.356451925273461
0.45999999999999996,0.67,0,1,1,0,0,0,0,0,0,0,0,12.984746964522953
0.48000000000000004,0.59,0,1,1,0,0,0,0,0,0,0,0,13.190852543822285
0.45999999999999996,0.63,0,1,1,0,0,0,0,0,0,0,0,13.366501439604512
0.48000000000000004,0.59,0,1,1,0,0,0,0,0,0,0,0,13.341666434136817
0.48000000000000004,0.59,1,1,1,0,0,0,0,0,0,1,0,12.270150165272385
0.48000000000000004,0.59,1,1,1,0,0,0,0,0,0,0,1,11.913547300806247
0.45999999999999996,0.67,1,1,1,0,0,0,0,0,0,0,0,9.623003656292504
0.44,0.77,1,1,1,0,0,0,0,0,0,0,0,8.71090717889937
0.44,0.72,1,1,1,0,0,0,0,0,0,0,0,8.814473843993978
0.42,0.77,1,1,1,0,0,0,0,0,0,0,0,8.331366223294294
0.44,0.77,1,1,1,0,0,0,0,0,0,0,0,7.126293775833023
0.42,0.77,1,1,1,0,0,0,0,0,0,0,0,7.670727465282577
0.42,0.77,1,1,1,0,1,0,0,0,0,0,0,6.750081158403143
0.4,0.82,1,1,1,0,0,1,0,0,0,0,0,6.162336593613656
0.42,0.82,1,1,1,0,0,0,1,0,0,0,0,3.536147331458831
0.42,0.88,1,1,1,0,0,0,0,1,0,0,0,1.3054005090343679
0.42,0.94,1,1,1,0,0,0,0,0,0,0,0,0.7719837147172207
0.42,1.0,1,1,1,0,0,0,0,0,0,0,0,2.0786512944041204
0.4,1.0,1,1,1,0,0,0,0,0,0,0,0,3.131276745865517
0.42,1.0,1,1,1,0,0,0,0,0,0,0,0,5.141910935709693
0.42,1.0,0,1,1,0,0,0,0,0,0,0,0,6.071273750507169
0.42,1.0,0,1,1,0,0,0,0,0,0,0,0,8.27478887003664
0.45999999999999996,0.94,0,1,1,0,0,0,0,0,0,0,0,9.161943829628923
0.45999999999999996,0.94,0,1,1,0,0,0,0,0,0,0,0,10.290964081189967
0.44,1.0,0,1,1,0,0,0,0,0,0,0,0,6.750081158403143
0.44,1.0,0,1,1,0,0,0,0,0,0,0,0,2.65800442162689
0.36,1.0,0,1,1,0,0,0,0,0,0,0,0,3.536147331458831
0.34,1.0,1,1,1,0,0,0,0,0,0,1,0,5.477005594612208
0.32,1.0,1,1,1,0,0,0,0,0,0,0,1,5.256953311190453
0.3,1.0,1,1,1,0,0,0,0,0,0,0,0,3.536147331458831
0.28,1.0,1,1,1,0,0,0,0,0,0,0,0,3.536147331458831
0.24,0.93,1,1,1,0,0,0,0,0,0,0,0,2.65800442162689
0.22,1.0,1,1,1,0,0,0,0,0,0,0,0,3.3407553248696744
0.22,1.0,1,1,1,0,0,0,0,0,0,0,0,3.131276745865517
0.2,1.0,1,1,1,0,0,0,0,0,0,0,0,1.72599165977474
0.2,1.0,1,1,1,0,1,0,0,0,0,0,0,0.7719837147172207
0.2,0.8,1,1,1,0,0,0,1,0,0,0,0,0.0
0.2,0.8,1,1,1,0,0,0,0,1,0,0,0,0.0
0.2,0.75,1,1,1,0,0,0,0,0,1,0,0,0.0
0.2,0.75,0,1,1,0,0,0,0,0,0,0,0,6.338694666990317
0.2,0.75,0,1,1,0,0,0,0,0,0,0,0,9.710841969958292
0.2,0.75,0,1,1,0,0,0,0,0,0,0,0,13.513771252395545
0.22,0.64,0,1,1,0,0,0,0,0,0,0,0,11.3399849742824
0.24,0.6,1,1,1,0,0,0,0,0,0,0,0,8.04192306386108
0.26,0.48,1,1,1,0,0,0,0,0,0,0,0,8.159704088176953
0.3,0.42,1,1,1,0,0,0,0,0,0,0,0,9.924719922321007
0.32,0.36,1,1,1,0,0,0,0,0,0,0,0,8.71090717889937
0.32,0.36,1,1,1,0,0,0,0,0,0,0,0,9.064925567084881
0.34,0.31,1,1,1,0,0,0,0,0,0,0,0,9.924719922321007
0.34,0.31,1,1,1,0,0,0,0,0,0,0,0,10.927160341309317
0.34,0.29,0,1,1,0,0,0,0,0,0,1,0,14.030101658139595
0.32,0.31,0,1,1,0,0,0,0,0,0,0,1,14.030101658139595
0.3,0.33,0,1,1,0,0,0,0,0,0,0,0,11.696411609011756
0.3,0.33,1,1,1,0,0,0,0,0,0,0,0,9.754258988424057
0.28,0.38,1,1,1,0,0,0,0,0,0,0,0,7.797618673894734
0.26,0.48,1,1,1,0,0,0,0,0,0,0,0,6.424180908016997
0.28,0.48,1,1,1,0,0,0,0,0,0,0,0,5.141910935709693
0.26,0.48,1,1,1,0,0,0,0,0,0,0,0,3.3407553248696744
0.24,0.52,1,1,1,0,1,0,0,0,0,0,0,1.72599165977474
0.24,0.52,1,1,1,0,0,1,0,0,0,0,0,0.0
0.24,0.52,1,1,1,0,0,0,1,0,0,0,0,2.65800442162689
0.22,0.64,1,1,1,0,0,0,0,1,0,0,0,0.7719837147172207
0.2,0.69,1,1,1,0,0,0,0,0,1,0,0,3.3407553248696744
0.2,0.59,0,1,1,0,0,0,0,0,0,0,0,7.197926385469422
0.18,0.64,0,1,1,0,0,0,0,0,0,0,0,11.136934198932531
0.22,0.55,0,1,1,0,0,0,0,0,0,0,0,14.556088407200223
0.26,0.41,0,1,1,0,0,0,0,0,0,0,0,11.882959122217388
0.3,0.33,1,1,1,0,0,0,0,0,0,0,0,8.76294381017747
0.36,0.25,1,1,1,0,0,0,0,0,0,0,0,9.113650685319715
0.36,0.23,1,1,1,0,0,0,0,0,0,0,0,10.049354977542036
0.38,0.25,1,1,1,0,0,0,0,0,0,0,0,10.008105075457772
0.38,0.2,1,1,1,0,0,0,0,0,0,0,0,8.814473843993978
0.36,0.18,1,1,1,0,0,0,0,0,0,0,0,10.561011518719553
0.38,0.27,1,1,1,0,0,0,0,0,0,0,0,10.408184615858467
0.36,0.27,0,1,1,0,0,0,0,0,0,1,0,14.36301032900511
0.34,0.27,0,1,1,0,0,0,0,0,0,0,1,14.07533382037649
0.34,0.31,0,1,1,0,0,0,0,0,0,0,0,11.85222991877694
0.32,0.39,1,1,1,0,0,0,0,0,0,0,0,9.015758924762986
0.3,0.49,1,1,1,0,0,0,0,0,0,0,0,8.966140868015186
0.3,0.49,1,1,1,0,0,0,0,0,0,0,0,7.859842936495952
0.28,0.61,1,1,1,0,0,0,0,0,0,0,0,6.904372599974001
0.26,0.65,1,1,1,0,0,0,0,0,0,0,0,3.131276745865517
0.26,0.52,1,1,1,0,1,0,0,0,0,0,0,1.72599165977474
0.26,0.52,1,1,1,0,0,1,0,0,0,0,0,0.7719837147172207
0.24,0.7,1,1,1,0,0,0,1,0,0,0,0,1.3054005090343679
0.24,0.75,1,1,1,0,0,0,0,1,0,0,0,0.7719837147172207
0.24,0.81,1,1,1,0,0,0,0,0,1,0,0,2.904942901727107
0.24,0.85,0,1,1,0,0,0,0,0,0,0,0,7.47387410616761
0.24,0.87,0,1,1,0,0,0,0,0,0,0,0,11.569047583944677
0.24,0.87,0,1,1,0,0,0,0,0,0,0,0,14.384701378738445
0.26,0.87,0,1,1,0,0,0,0,0,0,0,0,11.569047583944677
0.3,0.75,1,1,1,0,0,0,0,0,0,0,0,7.981972196090668
0.32,0.76,1,1,1,0,0,0,0,0,0,0,0,8.101160234479881
0.32,0.76,1,1,1,0,0,0,0,0,0,0,0,10.008105075457772
0.32,0.76,1,1,1,0,0,0,0,0,0,0,0,10.049354977542036
0.34,0.76,1,1,1,0,0,0,0,0,0,0,0,8.76294381017747
0.36,0.71,1,1,1,0,0,0,0,0,0,0,0,9.161943829628923
0.34,0.76,1,1,1,0,0,0,0,0,0,0,0,10.561011518719553
0.34,0.76,0,1,1,0,0,0,0,0,0,1,0,13.088537722186167
0.34,0.76,0,1,1,0,0,0,0,0,0,0,1,12.93228165005888
0.34,0.76,0,1,1,0,0,0,0,0,0,0,0,11.3399849742824
0.32,0.87,1,1,1,0,0,0,0,0,0,0,0,9.710841969958292
0.32,0.93,1,1,1,0,0,0,0,0,0,0,0,8.27478887003664
0.32,0.93,1,1,1,0,0,0,0,0,0,0,0,5.023176836876207
0.34,0.93,1,1,1,0,0,0,0,0,0,0,0,4.64157686387296
0.34,0.0,1,1,1,0,0,0,0,0,0,0,0,1.3054005090343679
0.34,0.0,1,1,1,0,1,0,0,0,0,0,0,0.7719837147172207
0.34,0.0,1,1,1,0,0,1,0,0,0,0,0,0.0
0.36,0.0,1,1,1,0,0,0,0,0,1,0,0,1.3054005090343679
0.36,0.0,0,1,1,0,0,0,0,0,0,0,0,3.7195616302695993
0.38,0.0,0,1,1,0,0,0,0,0,0,0,0,6.590191605438041
0.38,0.0,0,1,1,0,0,0,0,0,0,0,0,7.126293775833023
0.4,0.0,0,1,1,0,0,0,0,0,0,0,0,5.368572062060942
0.4,0.0,1,1,1,0,0,0,0,0,0,0,0,4.504585335957261
0.4,0.0,1,1,1,0,0,0,0,0,0,0,0,3.536147331458831
0.42,0.0,1,1,1,0,0,0,0,0,0,0,0,6.338694666990317
0.42,0.0,1,1,1,0,0,0,0,0,0,0,0,3.7195616302695993
0.44,0.0,1,1,1,0,0,0,0,0,0,0,0,3.7195616302695993
0.44,0.0,1,1,1,0,0,0,0,0,0,0,0,4.056712767789176
0.42,0.0,1,1,1,0,0,0,0,0,0,0,0,5.023176836876207
0.44,0.0,0,1,1,0,0,0,0,0,0,1,0,10.523164839028702
0.44,0.0,0,1,1,0,0,0,0,0,0,0,1,9.304322144194849
0.44,0.0,0,1,1,0,0,0,0,0,0,0,0,7.921286281476679
0.36,0.0,1,1,1,0,0,0,0,0,0,0,0,6.670867095935105
0.36,0.0,1,1,1,0,0,0,0,0,0,0,0,5.785219275916581
0.34,0.0,1,1,1,0,0,0,0,0,0,0,0,6.338694666990317
0.34,0.0,1,1,1,0,0,0,0,0,0,0,0,5.685147384916192
0.34,1.0,1,1,1,0,0,0,0,0,0,0,0,2.3851815495408415
0.34,1.0,1,1,1,0,1,0,0,0,0,0,0,2.904942901727107
0.34,1.0,1,1,1,0,0,1,0,0,0,0,0,2.0786512944041204
0.32,0.93,1,1,1,0,0,0,1,0,0,0,0,0.7719837147172207
0.3,0.81,1,1,1,0,0,0,0,0,1,0,0,2.65800442162689
0.26,0.81,0,1,1,0,0,0,0,0,0,0,0,6.162336593613656
0.26,0.7,0,1,1,0,0,0,0,0,0,0,0,10.636006422875065
0.28,0.7,0,1,1,0,0,0,0,0,0,0,0,14.598354749756956
0.3,0.61,0,1,1,0,0,0,0,0,0,0,0,12.034520730098073
0.32,0.57,1,1,1,0,0,0,0,0,0,0,0,9.113650685319715
0.32,0.57,1,1,1,0,0,0,0,0,0,0,0,9.25727079034735
0.34,0.53,1,1,1,0,0,0,0,0,0,0,0,10.523164839028702
0.36,0.53,1,1,1,0,0,0,0,0,0,0,0,10.369365268615104
0.36,0.5,1,1,1,0,0,0,0,0,0,0,0,9.623003656292504
0.34,0.53,1,1,1,0,0,0,0,0,0,0,0,9.443126994737007
0.34,0.49,1,1,1,0,0,0,0,0,0,0,0,10.598624213933489
0.34,0.49,0,1,1,0,0,0,0,0,0,1,0,13.799802570239896
0.32,0.49,0,1,1,0,0,0,0,0,0,0,1,11.943996023192383
0.3,0.56,0,1,1,0,0,0,0,0,0,0,0,10.78329752942487
0.3,0.56,1,1,1,0,0,0,0,0,0,0,0,9.015758924762986
0.3,0.52,1,1,1,0,0,0,0,0,0,0,0,7.734588826671822
0.3,0.52,1,1,1,0,0,0,0,0,0,0,0,8.387323207441591
0.3,0.52,1,1,1,0,0,0,0,0,0,0,0,6.590191605438041
0.26,0.6,1,1,1,0,0,0,0,0,0,0,0,6.338694666990317
0.24,0.65,1,1,1,0,1,0,0,0,0,0,0,4.64157686387296
0.24,0.65,1,1,1,0,0,1,0,0,0,0,0,4.056712767789176
0.24,0.65,1,1,1,0,0,0,1,0,0,0,0,2.65800442162689
0.24,0.65,1,1,1,0,0,0,0,1,0,0,0,0.0
0.22,0.69,1,1,1,0,0,0,0,0,1,0,0,0.7719837147172207
0.22,0.75,1,1,1,0,0,0,0,0,0,0,0,1.72599165977474
0.24,0.7,1,1,1,0,0,0,0,0,0,0,0,5.256953311190453
0.26,0.65,1,1,1,0,0,0,0,0,0,0,0,7.734588826671822
0.28,0.65,1,1,1,0,0,0,0,0,0,0,0,10.13099446141982
0.32,0.66,0,1,1,0,0,0,0,0,0,0,0,10.049354977542036
0.34,0.49,0,1,1,0,0,0,0,0,0,0,0,10.819576984995793
0.34,0.53,0,1,1,0,0,0,0,0,0,0,0,12.094200801690867
0.36,0.51,0,1,1,0,0,0,0,0,0,0,0,12.064426772654928
0.4,0.5,0,1,1,0,0,0,0,0,0,0,0,12.327805198341983
0.42,0.44,0,1,1,0,0,0,0,0,0,0,0,12.772522347752664
0.45999999999999996,0.41,0,1,1,0,0,0,0,0,0,0,0,14.275633576482853
0.45999999999999996,0.44,1,1,1,0,0,0,0,0,0,1,0,13.56221422785636
0.42,0.54,1,1,1,0,0,0,0,0,0,0,1,11.696411609011756
0.42,0.54,1,1,1,0,0,0,0,0,0,0,0,10.561011518719553
0.4,0.58,1,1,1,0,0,0,0,0,0,0,0,9.488638257459204
0.38,0.62,1,1,1,0,0,0,0,0,0,0,0,9.304322144194849
0.36,0.71,1,1,1,0,0,0,0,0,0,0,0,8.331366223294294
0.38,0.66,1,1,1,0,0,0,0,0,0,0,0,7.47387410616761
0.38,0.62,1,1,1,0,0,0,0,0,0,0,0,6.670867095935105
0.36,0.66,1,1,1,0,1,0,0,0,0,0,0,6.251443763775107
0.34,0.76,1,1,1,0,0,0,1,0,0,0,0,5.256953311190453
0.34,0.66,1,1,1,0,0,0,0,1,0,0,0,3.892645485956258
0.36,0.62,1,1,1,0,0,0,0,0,1,0,0,1.3054005090343679
0.34,0.66,1,1,1,0,0,0,0,0,0,0,0,0.7719837147172207
0.36,0.62,1,1,1,0,0,0,0,0,0,0,0,3.3407553248696744
0.4,0.5,1,1,1,0,0,0,0,0,0,0,0,6.338694666990317
0.4,0.5,1,1,1,0,0,0,0,0,0,0,0,7.126293775833023
0.42,0.47,0,1,1,0,0,0,0,0,0,0,0,10.927160341309317
0.44,0.41,0,1,1,0,0,0,0,0,0,0,0,12.745541557502042
0.45999999999999996,0.38,0,1,1,0,0,0,0,0,0,0,0,13.088537722186167
0.45999999999999996,0.38,0,1,1,0,0,0,0,0,0,0,0,13.752885879202909
0.45999999999999996,0.41,0,1,1,0,0,0,0,0,0,0,0,14.406332006805853
0.48000000000000004,0.39,0,1,1,0,0,0,0,0,0,0,0,15.494598404783538
0.45999999999999996,0.41,0,1,1,0,0,0,0,0,0,0,0,14.53486952022452
0.44,0.41,1,1,1,0,0,0,0,0,0,1,0,14.20944586761939
0.4,0.43,1,1,1,0,0,0,0,0,0,0,1,11.759180044951346
0.36,0.5,1,1,1,0,0,0,0,0,0,0,0,10.13099446141982
0.32,0.57,1,1,1,0,0,0,0,0,0,0,0,9.064925567084881
0.3,0.56,1,1,1,0,0,0,0,0,0,0,0,8.04192306386108
0.3,0.56,1,1,1,0,0,0,0,0,0,0,0,6.590191605438041
0.26,0.65,1,1,1,0,0,0,0,0,0,0,0,5.785219275916581
0.26,0.65,1,1,1,0,0,0,0,0,0,0,0,3.536147331458831
0.26,0.65,1,1,1,0,1,0,0,0,0,0,0,0.0
0.26,0.65,1,1,1,0,0,1,0,0,0,0,0,0.0
0.26,0.65,1,1,1,0,0,0,1,0,0,0,0,1.3054005090343679
0.24,0.7,1,1,1,0,0,0,0,0,1,0,0,2.904942901727107
0.26,0.65,0,1,1,0,0,0,0,0,0,0,0,5.785219275916581
0.28,0.61,0,1,1,0,0,0,0,0,0,0,0,9.578569593862316
0.3,0.56,0,1,1,0,0,0,0,0,0,0,0,14.20944586761939
0.32,0.53,0,1,1,0,0,0,0,0,0,0,0,11.536815276446017
0.34,0.42,1,1,1,0,0,0,0,0,0,0,0,9.397242305976315
0.36,0.4,1,1,1,0,0,0,0,0,0,0,0,8.76294381017747
0.38,0.37,1,1,1,0,0,0,0,0,0,0,0,9.84011927869973
0.38,0.36,1,1,1,0,0,0,0,0,0,0,0,8.966140868015186
0.38,0.34,1,1,1,0,0,0,0,0,0,0,0,9.161943829628923
0.38,0.37,1,1,1,0,0,0,0,0,0,0,0,10.13099446141982
0.4,0.35,1,1,1,0,0,0,0,0,0,0,0,10.369365268615104
0.38,0.4,0,1,1,0,0,0,0,0,0,1,0,14.847305330749432
0.36,0.4,0,1,1,0,0,0,0,0,0,0,1,14.07533382037649
0.36,0.43,0,1,1,0,0,0,0,0,0,0,0,11.85222991877694
0.34,0.46,1,1,1,0,0,0,0,0,0,0,0,11.171228525099735
0.34,0.46,1,1,1,0,0,0,0,0,0,0,0,8.331366223294294
0.32,0.49,1,1,1,0,0,0,0,0,0,0,0,7.337939913928585
0.32,0.53,1,1,1,0,0,0,0,0,0,0,0,4.773379434530496
0.32,0.53,1,1,1,0,0,0,0,0,0,0,0,4.056712767789176
0.3,0.62,1,1,1,0,1,0,0,0,0,0,0,3.3407553248696744
0.3,0.62,1,1,1,0,0,1,0,0,0,0,0,1.3054005090343679
0.24,0.75,1,1,1,0,0,0,0,1,0,0,0,0.7719837147172207
0.24,0.75,1,1,1,0,0,0,0,0,1,0,0,3.536147331458831
0.22,0.8,0,1,1,0,0,0,0,0,0,0,0,6.424180908016997
0.24,0.75,0,1,1,0,0,0,0,0,0,0,0,10.819576984995793
0.26,0.7,0,1,1,0,0,0,0,0,0,0,0,15.068869907290049
0.3,0.7,0,1,1,0,0,0,0,0,0,0,0,12.064426772654928
